Model,result,ic3_k,ic3_total_time,ic3_frame_sizes,ic3_solver,ic3_extra_ucl,ic3_add_ucl,ic3_check_ucl,ic3_add_sml,ic3_extra_sml,ic3_extra_time_c,ic3_extra_time_c_n1,ic3_extra_time_F,ic3_assert_time,ic3_check_sat_time,ic3_get_unsat_core_time,get_value_time,i_ucl,i_reuse_ucl,f_ucl,f_reuse_ucl,f_sml,f_reuse_sml,sml_length,ucl_f_length,ucl_i_length,sml_mem,ucl_f_mem,ucl_i_mem,max
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/durationThm_1_e3_389,valid,2,0.015,1,10,0,0,0,N/A,N/A,N/A,N/A,N/A,0.004,0.002,0,0,4,0,1,0,0,0,N/A,1,1,N/A,0.804,0.74,32576
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/durationThm_1_e3_389_e4_294,valid,2,0.015,1,13,0,0,0,N/A,N/A,N/A,N/A,N/A,0.004,0.002,0,0,6,1,4,1,0,0,N/A,2,2,N/A,0.918,0.854,32488
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/durationThm_1_e3_389_e5_5,valid,2,0.014,1,10,0,0,0,N/A,N/A,N/A,N/A,N/A,0.003,0.001,0,0,4,0,1,0,0,0,N/A,1,1,N/A,0.807,0.747,32352
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/durationThm_1_e7_217_e2_352,valid,2,0.024,3,19,0,0,0,N/A,N/A,N/A,N/A,N/A,0.008,0.002,0,0.001,9,0,3,0,0,0,N/A,3,3,N/A,0.979,0.921,32348
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/durationThm_1_e7_217_e3_132,valid,2,0.022,3,20,0,0,0,N/A,N/A,N/A,N/A,N/A,0.008,0.002,0,0.001,10,0,3,0,0,0,N/A,3,3,N/A,1.047,0.984,32452
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/durationThm_2_e2_63,valid,2,0.019,2,14,0,0,0,N/A,N/A,N/A,N/A,N/A,0.005,0.002,0,0.001,6,0,2,0,0,0,N/A,2,2,N/A,0.822,0.766,32328
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/durationThm_2_e3_329_e4_1,valid,2,0.02,2,14,0,0,0,N/A,N/A,N/A,N/A,N/A,0.006,0.002,0,0.001,6,0,2,0,0,0,N/A,2,2,N/A,0.822,0.766,32468
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/durationThm_2_e3_329_e5_124,valid,2,0.022,2,15,0,0,0,N/A,N/A,N/A,N/A,N/A,0.006,0.002,0,0.001,7,1,4,1,0,0,N/A,2,3,N/A,0.822,0.993,32324
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/durationThm_2_e3_99,valid,2,0.022,2,14,0,0,0,N/A,N/A,N/A,N/A,N/A,0.006,0.002,0,0.001,6,0,2,0,0,0,N/A,2,2,N/A,0.819,0.763,32232
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/durationThm_2_e7_145_e2_169,valid,2,0.024,3,19,0,0,0,N/A,N/A,N/A,N/A,N/A,0.007,0.003,0.001,0.001,9,0,3,0,0,0,N/A,3,3,N/A,0.982,0.923,32476
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/durationThm_2_e7_145_e3_222,valid,2,0.026,4,24,0,0,0,N/A,N/A,N/A,N/A,N/A,0.008,0.003,0.001,0.001,12,0,4,0,0,0,N/A,4,4,N/A,1.06,1,32532
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/durationThm_3_e2_63,valid,2,0.019,1,11,0,0,0,N/A,N/A,N/A,N/A,N/A,0.004,0.001,0,0,4,0,2,0,0,0,N/A,2,1,N/A,0.872,0.716,32800
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/durationThm_3_e3_207,valid,2,0.015,1,11,0,0,0,N/A,N/A,N/A,N/A,N/A,0.004,0.002,0,0,4,0,2,0,0,0,N/A,2,1,N/A,0.879,0.723,32456
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/durationThm_3_e3_442_e4_165,valid,2,0.015,1,11,0,0,0,N/A,N/A,N/A,N/A,N/A,0.004,0.001,0,0,4,0,2,0,0,0,N/A,2,1,N/A,0.872,0.716,32652
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/durationThm_3_e3_442_e5_260,valid,2,0.016,1,11,0,0,0,N/A,N/A,N/A,N/A,N/A,0.004,0.002,0,0,4,0,2,0,0,0,N/A,2,1,N/A,0.955,0.799,32472
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/durationThm_3_e7_334_e3_42,valid,2,0.028,3,23,0,0,0,N/A,N/A,N/A,N/A,N/A,0.009,0.003,0.001,0.001,16,5,9,4,0,0,N/A,4,3,N/A,1.15,0.991,32564
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/ex8,invalid,2,0.012,0,5,0,0,0,N/A,N/A,N/A,N/A,N/A,0.001,0.001,0,0,0,0,0,0,0,0,N/A,0,0,N/A,0.021,0.021,32580
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/ex8_e7_74,invalid,2,0.012,0,5,0,0,0,N/A,N/A,N/A,N/A,N/A,0.001,0.001,0,0,0,0,0,0,0,0,N/A,0,0,N/A,0.021,0.021,32696
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/ex8_e7_74_e7_740,invalid,2,0.01,0,5,0,0,0,N/A,N/A,N/A,N/A,N/A,0.001,0.001,0,0,0,0,0,0,0,0,N/A,0,0,N/A,0.021,0.021,32764
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/ex8_e7_74_e8_302,invalid,2,0.009,0,5,0,0,0,N/A,N/A,N/A,N/A,N/A,0.001,0.001,0,0,0,0,0,0,0,0,N/A,0,0,N/A,0.021,0.021,32572
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/ex8_e8_220,invalid,2,0.011,0,5,0,0,0,N/A,N/A,N/A,N/A,N/A,0.001,0.001,0,0,0,0,0,0,0,0,N/A,0,0,N/A,0.021,0.021,32624
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/ex8_e8_220_e7_249,invalid,2,0.014,0,5,0,0,0,N/A,N/A,N/A,N/A,N/A,0.001,0.001,0,0.001,0,0,0,0,0,0,N/A,0,0,N/A,0.021,0.021,32816
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/ticket3i_1,valid,2,0.037,3,15,0,0,0,N/A,N/A,N/A,N/A,N/A,0.006,0.003,0.001,0.002,6,2,5,1,0,0,N/A,4,3,N/A,1.087,0.822,41180
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/ticket3i_1_e7_1669,valid,2,0.04,3,19,0,0,0,N/A,N/A,N/A,N/A,N/A,0.008,0.005,0.001,0.002,11,6,11,4,0,0,N/A,4,5,N/A,1.087,0.995,37260
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/ticket3i_3,valid,2,0.033,2,18,0,0,0,N/A,N/A,N/A,N/A,N/A,0.008,0.003,0,0.002,8,0,4,0,0,0,N/A,4,2,N/A,0.749,0.581,39184
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/ticket3i_3_e7_1312_e8_1916,valid,2,0.037,2,18,0,0,0,N/A,N/A,N/A,N/A,N/A,0.008,0.004,0,0.002,8,0,4,0,0,0,N/A,4,2,N/A,0.749,0.581,39308
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/ticket3i_3_e8_1703,valid,2,0.03,2,18,0,0,0,N/A,N/A,N/A,N/A,N/A,0.007,0.003,0,0.001,8,0,4,0,0,0,N/A,4,2,N/A,0.749,0.581,39064
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/ticket3i_3_e8_1703_e8_2560,valid,2,0.028,2,18,0,0,0,N/A,N/A,N/A,N/A,N/A,0.006,0.003,0,0.001,8,0,4,0,0,0,N/A,4,2,N/A,0.749,0.581,39216
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/ticket3i_4,valid,2,0.03,2,16,0,0,0,N/A,N/A,N/A,N/A,N/A,0.007,0.003,0,0.001,8,4,6,0,0,0,N/A,4,2,N/A,0.85,0.577,39060
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/ticket3i_4_e7_1775_e7_3320,valid,2,0.035,2,15,0,0,0,N/A,N/A,N/A,N/A,N/A,0.007,0.003,0.001,0.002,10,7,10,4,0,0,N/A,4,3,N/A,0.85,0.741,39360
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/ticket3i_5,valid,2,0.03,2,12,0,0,0,N/A,N/A,N/A,N/A,N/A,0.006,0.003,0,0.001,5,2,4,1,0,0,N/A,3,2,N/A,0.827,0.565,39324
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/ticket3i_5_e7_3307,valid,2,0.032,2,12,0,0,0,N/A,N/A,N/A,N/A,N/A,0.006,0.003,0,0.001,5,2,4,1,0,0,N/A,3,2,N/A,0.827,0.565,41208
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/ticket3i_6,valid,2,0.03,2,15,0,0,0,N/A,N/A,N/A,N/A,N/A,0.006,0.003,0.001,0.001,8,4,6,1,0,0,N/A,4,2,N/A,0.85,0.577,41176
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/ticket3i_6_e7_1096_e7_2688,valid,2,0.028,2,12,0,0,0,N/A,N/A,N/A,N/A,N/A,0.006,0.003,0,0.001,5,2,4,1,0,0,N/A,3,2,N/A,0.839,0.577,41352
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/ticket3i_7_e2_2724_e7_524,valid,2,0.075,6,32,0,0,0,N/A,N/A,N/A,N/A,N/A,0.024,0.008,0.002,0.004,22,13,20,7,0,0,N/A,10,7,N/A,1.356,1.112,39160
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/ticket3i_7_e3_59_e7_2122,valid,2,0.072,6,29,0,0,0,N/A,N/A,N/A,N/A,N/A,0.02,0.008,0.002,0.004,16,7,13,3,0,0,N/A,10,6,N/A,1.492,1.054,39256
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/ticket3i_7_e7_3176,valid,2,0.076,6,35,0,0,0,N/A,N/A,N/A,N/A,N/A,0.024,0.008,0.001,0.004,25,13,20,7,0,0,N/A,12,7,N/A,1.378,1.132,41116
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/ticket3i_7_e7_3176_e1_2924,valid,2,0.087,7,39,0,0,0,N/A,N/A,N/A,N/A,N/A,0.027,0.009,0.002,0.005,26,13,21,6,0,0,N/A,12,8,N/A,1.527,1.287,41228
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/ticket3i_7_e8_2126_e7_78,valid,2,0.068,6,32,0,0,0,N/A,N/A,N/A,N/A,N/A,0.02,0.007,0.001,0.004,21,11,18,6,0,0,N/A,10,7,N/A,1.355,1.112,39288
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/ticket3i_all,valid,2,0.064,6,34,0,0,0,N/A,N/A,N/A,N/A,N/A,0.017,0.007,0.001,0.004,24,12,18,6,0,0,N/A,12,6,N/A,1.378,1.05,39256
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/ticket3i_all_e1_2706_e7_1776,valid,3,0.093,1 0,55,0,0,0,N/A,N/A,N/A,N/A,N/A,0.029,0.011,0.001,0.006,43,30,39,15,0,0,N/A,12,9,N/A,1.438,1.239,41220
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/ticket3i_all_e2_1117_e7_553,valid,3,0.094,1 0,47,0,0,0,N/A,N/A,N/A,N/A,N/A,0.029,0.009,0.002,0.006,31,18,26,10,0,0,N/A,12,8,N/A,1.446,1.197,41268
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/ticket3i_all_e3_557_e7_3464,valid,3,0.107,2 0,59,0,0,0,N/A,N/A,N/A,N/A,N/A,0.033,0.012,0.002,0.008,43,29,39,15,0,0,N/A,14,10,N/A,1.523,1.289,43296
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/ticket3i_all_e7_591,valid,2,0.076,6,33,0,0,0,N/A,N/A,N/A,N/A,N/A,0.023,0.009,0.002,0.004,22,12,20,7,0,0,N/A,10,8,N/A,1.356,1.178,39304
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/ticket3i_all_e8_505_e7_2450,valid,2,0.091,7,35,0,0,0,N/A,N/A,N/A,N/A,N/A,0.028,0.008,0.001,0.006,22,10,17,5,0,0,N/A,12,7,N/A,1.509,1.188,41212
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/traffic,valid,2,0.022,3,25,0,0,0,N/A,N/A,N/A,N/A,N/A,0.007,0.003,0.001,0.001,12,1,7,0,0,0,N/A,4,3,N/A,0.976,0.814,32540
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/protocol/peterson_1,valid,3,0.067,1 0,31,0,0,0,N/A,N/A,N/A,N/A,N/A,0.015,0.008,0.001,0.004,18,12,17,6,0,0,N/A,5,5,N/A,0.893,0.91,59896
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/protocol/peterson_2,valid,2,0.04,2,14,0,0,0,N/A,N/A,N/A,N/A,N/A,0.007,0.004,0,0.002,8,4,6,2,0,0,N/A,4,2,N/A,0.747,0.471,57860
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/protocol/peterson_3,valid,2,0.03,1,9,0,0,0,N/A,N/A,N/A,N/A,N/A,0.004,0.003,0,0.001,4,2,3,1,0,0,N/A,2,1,N/A,0.657,0.395,57768
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/protocol/peterson_vt,invalid,2,0.193,6 2,59,0,0,0,N/A,N/A,N/A,N/A,N/A,0.041,0.028,0.001,0.015,56,47,59,28,0,0,N/A,8,8,N/A,2.702,2.414,61756
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/protocol/readwrit,valid,2,0.022,1,9,0,0,0,N/A,N/A,N/A,N/A,N/A,0.004,0.004,0,0.001,3,1,2,0,0,0,N/A,2,1,N/A,0.553,0.395,32624
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/protocol/rtp_1,valid,3,0.049,1 0,27,0,0,0,N/A,N/A,N/A,N/A,N/A,0.011,0.005,0.001,0.003,15,10,13,5,0,0,N/A,5,3,N/A,0.991,0.722,53516
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/protocol/rtp_10_e7_106_e7_2564,valid,2,0.023,1,7,0,0,0,N/A,N/A,N/A,N/A,N/A,0.003,0.002,0,0.001,1,0,1,0,0,0,N/A,1,1,N/A,0.458,0.395,53632
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/protocol/rtp_2,valid,6,0.177,6 5 3 2 0,96,0,0,0,N/A,N/A,N/A,N/A,N/A,0.051,0.019,0.003,0.025,32,21,30,16,0,0,N/A,11,9,N/A,1.845,1.541,53612
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/protocol/rtp_5,valid,2,0.037,2,15,0,0,0,N/A,N/A,N/A,N/A,N/A,0.007,0.003,0.001,0.001,9,5,8,3,0,0,N/A,4,3,N/A,0.743,0.627,53444
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/protocol/rtp_5_e7_3972,valid,2,0.028,1,9,0,0,0,N/A,N/A,N/A,N/A,N/A,0.005,0.003,0,0.001,4,2,3,1,0,0,N/A,2,1,N/A,0.649,0.395,53560
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/protocol/swimmingpool_1_e7_1621,invalid,2,0.115,5 4,42,0,0,0,N/A,N/A,N/A,N/A,N/A,0.037,0.016,0.002,0.014,29,20,29,18,0,0,N/A,7,6,N/A,2.445,1.492,33416
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/protocol/swimmingpool_4,invalid,2,0.052,2 1,23,0,0,0,N/A,N/A,N/A,N/A,N/A,0.014,0.006,0,0.006,9,6,10,5,0,0,N/A,3,2,N/A,1.359,0.503,33064
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/protocol/swimmingpool_4_e7_2197,invalid,2,0.08,4 2,32,0,0,0,N/A,N/A,N/A,N/A,N/A,0.027,0.008,0.001,0.007,30,24,32,22,0,0,N/A,7,5,N/A,1.801,0.878,33324
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/protocol/swimmingpool_5,invalid,2,0.076,2 1,39,0,0,0,N/A,N/A,N/A,N/A,N/A,0.025,0.011,0.001,0.008,22,17,23,5,0,0,N/A,4,3,N/A,1.518,0.654,33164
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/protocol/swimmingpool_6,invalid,2,0.106,3 1,60,0,0,0,N/A,N/A,N/A,N/A,N/A,0.039,0.017,0.001,0.009,40,33,41,5,0,0,N/A,6,4,N/A,1.745,0.798,34104
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/protocol/swimmingpool_7,invalid,2,0.112,3 0,79,0,0,0,N/A,N/A,N/A,N/A,N/A,0.042,0.018,0.001,0.008,59,51,62,6,0,0,N/A,6,6,N/A,1.831,1.03,33564
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_1,valid,2,0.024,2,14,0,0,0,N/A,N/A,N/A,N/A,N/A,0.007,0.002,0,0.001,8,4,6,2,0,0,N/A,4,2,N/A,0.741,0.47,32024
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_1_e7_184_e3_299,valid,2,0.022,2,12,0,0,0,N/A,N/A,N/A,N/A,N/A,0.006,0.002,0.001,0.001,6,4,6,2,0,0,N/A,4,2,N/A,1.066,0.47,32264
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_3_e2_695,valid,2,0.016,1,8,0,0,0,N/A,N/A,N/A,N/A,N/A,0.004,0.002,0,0,4,3,4,2,0,0,N/A,2,1,N/A,0.882,0.476,32424
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_3_e8_33_e2_1010,valid,2,0.015,1,8,0,0,0,N/A,N/A,N/A,N/A,N/A,0.003,0.002,0,0,4,3,4,2,0,0,N/A,2,1,N/A,0.882,0.476,32268
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_4,valid,2,0.021,2,14,0,0,0,N/A,N/A,N/A,N/A,N/A,0.006,0.002,0.001,0.001,8,4,6,2,0,0,N/A,4,2,N/A,0.737,0.466,32344
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_4_e3_57_e4_1047,valid,2,0.015,1,9,0,0,0,N/A,N/A,N/A,N/A,N/A,0.003,0.001,0,0,4,2,3,1,0,0,N/A,2,1,N/A,0.647,0.386,32416
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_4_e3_57_e6_784,valid,2,0.022,2,14,0,0,0,N/A,N/A,N/A,N/A,N/A,0.006,0.002,0.001,0.001,8,4,6,2,0,0,N/A,4,2,N/A,0.737,0.466,32368
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_4_e7_592,valid,2,0.02,2,14,0,0,0,N/A,N/A,N/A,N/A,N/A,0.005,0.002,0,0.001,6,2,4,0,0,0,N/A,3,2,N/A,0.624,0.466,32348
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_4_e7_592_e7_265,valid,2,0.02,2,14,0,0,0,N/A,N/A,N/A,N/A,N/A,0.006,0.002,0,0.001,7,3,5,1,0,0,N/A,3,2,N/A,0.724,0.466,32336
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_4_e8_118,valid,2,0.02,2,14,0,0,0,N/A,N/A,N/A,N/A,N/A,0.005,0.002,0.001,0.001,8,4,6,2,0,0,N/A,4,2,N/A,0.737,0.466,32228
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_4_e8_118_e7_178,valid,2,0.02,2,14,0,0,0,N/A,N/A,N/A,N/A,N/A,0.005,0.002,0,0.001,7,3,5,1,0,0,N/A,2,2,N/A,0.525,0.466,32024
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_5_e2_405_e2_1083,invalid,2,0.222,7 0,175,0,0,0,N/A,N/A,N/A,N/A,N/A,0.107,0.029,0.001,0.013,140,123,141,2,0,0,N/A,9,9,N/A,1.787,1.563,33820
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_5_e2_405_e3_473,invalid,2,0.232,7 0,175,0,0,0,N/A,N/A,N/A,N/A,N/A,0.11,0.032,0.002,0.013,140,123,141,2,0,0,N/A,9,9,N/A,1.787,1.563,34544
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_5_e2_405_e8_1055,invalid,2,0.233,7 0,175,0,0,0,N/A,N/A,N/A,N/A,N/A,0.11,0.031,0.001,0.013,140,123,141,2,0,0,N/A,9,9,N/A,1.787,1.563,34100
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_5_e3_11_e1_429,invalid,2,0.267,7 0,203,0,0,0,N/A,N/A,N/A,N/A,N/A,0.138,0.037,0.001,0.014,168,151,169,2,0,0,N/A,9,9,N/A,1.811,1.588,34328
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_5_e3_11_e5_24,invalid,2,0.285,7 0,203,0,0,0.001,N/A,N/A,N/A,N/A,N/A,0.147,0.041,0.001,0.015,168,151,169,2,0,0,N/A,9,9,N/A,1.795,1.571,34228
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_5_e3_661,invalid,2,0.287,7 0,203,0,0,0,N/A,N/A,N/A,N/A,N/A,0.148,0.041,0.001,0.014,168,151,169,2,0,0,N/A,9,9,N/A,1.807,1.588,34172
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_5_e7_244_e2_693,invalid,2,0.206,7 0,168,0,0,0,N/A,N/A,N/A,N/A,N/A,0.099,0.028,0.001,0.012,133,116,134,2,0,0,N/A,9,9,N/A,1.787,1.563,34616
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_5_e7_244_e3_1071,invalid,2,0.264,7 0,196,0,0,0,N/A,N/A,N/A,N/A,N/A,0.133,0.037,0.001,0.015,161,144,162,2,0,0,N/A,9,9,N/A,1.807,1.588,34188
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_6_e2_589_e2_506,invalid,2,0.237,10 1,191,0,0,0,N/A,N/A,N/A,N/A,N/A,0.113,0.031,0.002,0.015,150,127,149,1,0,0,N/A,12,10,N/A,1.952,1.713,34556
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_6_e2_589_e3_349,invalid,2,0.236,10 1,199,0,0,0,N/A,N/A,N/A,N/A,N/A,0.116,0.031,0.002,0.015,158,135,157,1,0,0,N/A,12,10,N/A,1.96,1.721,34208
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_6_e2_893,invalid,2,0.231,10 1,191,0,0,0,N/A,N/A,N/A,N/A,N/A,0.109,0.03,0.002,0.015,150,127,149,1,0,0,N/A,12,10,N/A,1.952,1.713,34020
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_6_e3_294_e1_956,invalid,2,0.281,9 0,219,0,0,0.001,N/A,N/A,N/A,N/A,N/A,0.14,0.041,0.002,0.018,175,153,175,2,0,0,N/A,12,11,N/A,2.156,1.922,34372
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_6_e3_294_e3_47,invalid,2,0.304,9 0,223,0,0,0.001,N/A,N/A,N/A,N/A,N/A,0.15,0.045,0.002,0.018,178,155,178,3,0,0,N/A,14,12,N/A,2.357,2.106,34172
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_6_e3_294_e5_979,invalid,2,0.296,9 0,219,0,0,0.001,N/A,N/A,N/A,N/A,N/A,0.147,0.043,0.002,0.018,175,153,175,2,0,0,N/A,12,11,N/A,2.137,1.902,34272
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/cd_e7_621_e7_669,invalid,2,0.106,6 0,87,0,0,0,N/A,N/A,N/A,N/A,N/A,0.04,0.013,0.001,0.012,54,40,56,0,0,0,N/A,7,8,N/A,1.41,1.503,33768
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/cd_e7_8,invalid,2,0.124,6 0,103,0,0,0,N/A,N/A,N/A,N/A,N/A,0.051,0.016,0.001,0.011,67,49,65,0,0,0,N/A,8,8,N/A,1.747,1.583,33224
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/hysteresis_1,valid,2,0.009,0,4,0,0,0,N/A,N/A,N/A,N/A,N/A,0.001,0.001,0,0,0,0,0,0,0,0,N/A,0,0,N/A,0.021,0.021,31048
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_2_e1_1116_e3_287,invalid,5,1.316,14 12 9 5 3,621,0,0,0.009,N/A,N/A,N/A,N/A,N/A,0.631,0.186,0.007,0.137,1083,1028,1072,595,0,0,N/A,48,27,N/A,5.412,3.935,38576
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_2_e2_704_e3_76,invalid,2,0.655,28 15,385,0,0,0.006,N/A,N/A,N/A,N/A,N/A,0.329,0.094,0.005,0.035,395,354,390,74,0,0,N/A,37,23,N/A,4.558,3.766,36416
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/PRODUCER_CONSUMER_1,valid,2,0.017,1,9,0,0,0,N/A,N/A,N/A,N/A,N/A,0.004,0.002,0,0.001,6,4,5,3,0,0,N/A,2,1,N/A,0.964,0.39,33292
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/PRODUCER_CONSUMER_2,valid,2,0.02,2,15,0,0,0,N/A,N/A,N/A,N/A,N/A,0.005,0.002,0,0.001,11,6,8,4,0,0,N/A,3,2,N/A,0.978,0.715,32028
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/PRODUCER_CONSUMER_3,valid,2,0.018,1,7,0,0,0,N/A,N/A,N/A,N/A,N/A,0.004,0.001,0,0.001,1,0,1,0,0,0,N/A,1,1,N/A,0.496,0.496,32124
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/PRODUCER_CONSUMER_all,valid,2,0.033,3,19,0,0,0,N/A,N/A,N/A,N/A,N/A,0.009,0.004,0.001,0.001,14,8,11,5,0,0,N/A,4,3,N/A,1.351,0.986,33104
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/speed_e7_207,valid,2,0.009,0,4,0,0,0,N/A,N/A,N/A,N/A,N/A,0.001,0.001,0,0,0,0,0,0,0,0,N/A,0,0,N/A,0.021,0.021,31176
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/speed_e7_207_e7_538,valid,2,0.009,0,4,0,0,0,N/A,N/A,N/A,N/A,N/A,0.001,0.001,0,0,0,0,0,0,0,0,N/A,0,0,N/A,0.021,0.021,31108
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/speed_e7_207_e8_507,valid,2,0.01,0,4,0,0,0,N/A,N/A,N/A,N/A,N/A,0.001,0.001,0,0,0,0,0,0,0,0,N/A,0,0,N/A,0.021,0.021,32420
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/speed_e8_649,valid,2,0.009,0,4,0,0,0,N/A,N/A,N/A,N/A,N/A,0.001,0.001,0,0,0,0,0,0,0,0,N/A,0,0,N/A,0.021,0.021,31084
