Model,result,ic3_k,ic3_total_time,ic3_frame_sizes,ic3_solver,ic3_add_sml,ic3_extra_sml,ic3_extra_time_c,ic3_extra_time_c_n1,ic3_extra_time_F,ic3_assert_time,ic3_check_sat_time,ic3_get_unsat_core_time,get_value_time,f_sml,f_reuse_sml,sml_ind_length,sml_ind_mem,sml_init_length,sml_init_mem,i_sml,i_reuse_sml,ic3_extra_time_n0,max_size
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/ticket3i_4,valid,2,0.051,2,22,0,0,0,0,0,0.007,0.006,0,0.002,0,0,0,0.021,1,5.11,6,0,0,38992
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/ticket3i_4_e7_1775_e7_3320,valid,2,0.051,2,20,0,0,0,0,0,0.006,0.006,0,0.002,0,0,0,0.021,1,5.222,5,0,0,39140
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/ticket3i_5,valid,2,0.049,2,15,0,0,0,0,0,0.004,0.005,0,0.002,0,0,0,0.021,0,0.021,2,0,0,41044
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/ticket3i_5_e7_3307,valid,2,0.046,2,19,0,0,0,0,0,0.006,0.006,0,0.002,0,0,0,0.021,0,0.021,4,0,0,39000
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/ticket3i_6,valid,2,0.049,2,19,0,0,0,0,0,0.006,0.006,0,0.002,0,0,0,0.021,0,0.021,4,0,0,39032
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/ticket3i_6_e7_1096_e7_2688,valid,2,0.044,2,15,0,0,0,0,0,0.005,0.005,0,0.002,0,0,0,0.021,0,0.021,2,0,0,39116
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/ticket3i_7,valid,2,0.124,6,54,0,0,0,0,0,0.02,0.014,0.001,0.005,0,0,0,0.021,1,5.279,20,4,0,41208
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/ticket3i_7_e1_2192_e1_1852,valid,2,0.165,8,68,0,0,0,0,0,0.024,0.022,0.001,0.006,0,0,0,0.021,1,5.245,25,5,0.001,38912
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/ticket3i_7_e2_2724_e7_524,valid,2,0.128,6,54,0,0,0,0,0,0.022,0.018,0.001,0.006,0,0,0,0.021,1,5.378,20,4,0,39060
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/ticket3i_7_e3_59_e7_2122,valid,3,0.172,1 0,108,0,0,0,0,0,0.036,0.029,0.001,0.008,0,0,0,0.021,1,5.442,42,4,0.001,38912
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/ticket3i_7_e7_3176,valid,3,0.208,1 0,130,0,0,0,0,0,0.048,0.034,0.001,0.009,0,0,0,0.021,1,5.677,51,5,0.001,39196
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/ticket3i_7_e7_3176_e1_2924,valid,2,0.149,7,65,0,0,0,0,0,0.025,0.023,0.001,0.006,0,0,0,0.021,1,5.453,25,5,0.001,41100
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/ticket3i_7_e8_2126_e7_78,valid,2,0.12,6,54,0,0,0,0,0,0.019,0.015,0.001,0.005,0,0,0,0.021,1,5.207,20,4,0.001,41064
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/ticket3i_all_e1_2706_e7_1776,valid,2,0.123,6,54,0,0,0,0,0,0.019,0.016,0.001,0.005,0,0,0,0.021,1,5.169,20,4,0,38936
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/ticket3i_all_e2_1117_e7_553,valid,3,0.158,1 0,72,0,0,0,0,0,0.027,0.025,0.001,0.008,0,0,0,0.021,1,5.7,21,1,0,38932
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/ticket3i_all_e3_557_e7_3464,valid,2,0.127,6,50,0,0,0,0,0,0.019,0.017,0.001,0.005,0,0,0,0.021,1,5.485,19,5,0.001,39200
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/ticket3i_all_e7_591,valid,2,0.124,6,52,0,0,0,0,0,0.019,0.015,0.001,0.005,0,0,0,0.021,1,5.257,19,4,0.001,39164
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/ticket3i_all_e8_505_e7_2450,valid,2,0.136,7,51,0,0,0,0,0,0.021,0.015,0.001,0.006,0,0,0,0.021,1,5.169,16,3,0.001,39016
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/protocol/rtp_1,valid,2,0.04,1,13,0,0,0,0,0,0.003,0.008,0,0.002,0,0,0,0.021,1,4.649,3,0,0,55368
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/protocol/rtp_2,valid,2,0.05,2,20,0,0,0,0,0,0.005,0.009,0,0.003,0,0,0,0.021,1,4.541,5,0,0,53512
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/protocol/swimmingpool_4,invalid,2,0.072,2 1,22,0,0,0,0,0,0.01,0.016,0,0.007,0,0,0,0.021,0,0.021,0,0,0,33656
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/protocol/swimmingpool_4_e7_2197,invalid,2,0.119,3 1,60,0,0,0,0,0,0.02,0.036,0,0.008,15,0,0,0.021,1,3.762,17,0,0,37992
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/protocol/swimmingpool_5,invalid,2,0.117,2 1,39,0,0,0.012,0.001,0,0.017,0.027,0,0.009,11,10,1,5.142,1,4.308,12,0,0,35476
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/car_3_e2_695,valid,2,0.024,1,13,0,0,0,0,0,0.003,0.003,0,0.001,0,0,0,0.021,1,2.583,3,0,0,33484
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/car_3_e8_33_e2_1010,valid,2,0.024,1,13,0,0,0,0,0,0.003,0.003,0,0.001,0,0,0,0.021,1,2.583,3,0,0,32880
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/car_4_e3_57_e4_1047,valid,2,0.025,1,12,0,0,0,0,0,0.003,0.003,0,0.001,0,0,0,0.021,0,0.021,2,0,0,33408
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/car_5_e2_405_e2_1083,invalid,2,0.242,10 2,146,0,0,0.026,0.006,0,0.055,0.051,0.002,0.02,71,63,7,6.98,2,4.393,86,7,0.003,35864
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/car_5_e2_405_e3_473,invalid,2,0.251,10 2,145,0,0,0.026,0.006,0,0.057,0.053,0.001,0.02,71,63,8,7.719,1,3.88,86,8,0.003,35808
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/car_5_e2_405_e8_1055,invalid,2,0.237,9 1,141,0,0,0.026,0.006,0,0.055,0.051,0.001,0.019,70,63,7,6.979,2,4.363,84,6,0.003,35668
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/car_5_e3_11_e1_429,invalid,2,0.614,9 1,176,0,0,0.143,0.007,0,0.08,0.221,0.001,0.03,92,85,7,9.423,1,3.837,115,9,0.022,64080
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/car_5_e7_244_e2_693,invalid,2,0.254,11 3,141,0,0,0.023,0.005,0,0.058,0.055,0.001,0.021,65,56,8,7.373,1,3.845,80,9,0.004,35864
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/car_6_e2_589_e2_506,invalid,2,0.245,10 1,172,0,0,0.013,0,0,0.068,0.034,0.001,0.024,90,77,9,8.55,1,3.972,109,11,0.002,33656
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/car_6_e2_589_e3_349,invalid,2,0.257,11 2,180,0,0,0.014,0.001,0,0.071,0.044,0.002,0.026,92,78,9,8.444,1,3.872,112,11,0.003,33852
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/car_6_e2_893,invalid,2,0.253,10 1,172,0,0,0.013,0,0,0.073,0.04,0.001,0.028,90,77,9,8.55,1,3.972,109,11,0.002,33636
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/car_6_e3_294_e1_956,invalid,2,0.635,11 2,207,0,0.001,0.156,0.001,0,0.097,0.197,0.002,0.034,119,105,10,10.174,1,4.331,140,12,0.015,59376
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/hysteresis_1,valid,2,0.009,0,4,0,0,0,0,0,0.001,0.002,0,0,0,0,0,0.021,0,0.021,0,0,0,30108
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/metros_1_e8_725,valid,2,0.041,1,11,0,0,0,0,0,0.007,0.007,0,0.002,0,0,0,0.021,1,4.744,2,0,0,33664
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/metros_1_e8_725_e1_919,valid,2,0.04,1,11,0,0,0,0,0,0.007,0.007,0,0.002,0,0,0,0.021,1,4.653,2,0,0,32732
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/metros_1_e8_725_e2_1144,valid,2,0.043,1,11,0,0,0,0,0,0.007,0.009,0,0.002,0,0,0,0.021,1,4.764,2,0,0,33444
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/metros_2_e1_1116_e3_287,invalid,2,154.894,32 11,1311,0,0.029,12.3,0.213,0.006,0.703,140.203,0.009,0.364,851,659,28,53.255,1,8.291,943,18,0.093,930268
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/PRODUCER_CONSUMER_2,valid,2,0.035,1,14,0,0,0,0,0,0.004,0.006,0,0.002,0,0,0,0.021,2,3.123,4,0,0,31928
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/PRODUCER_CONSUMER_3,valid,2,0.045,1,12,0,0,0,0,0,0.005,0.018,0,0.001,0,0,0,0.021,0,0.021,2,0,0,32604
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/PRODUCER_CONSUMER_all,valid,2,0.063,2,23,0,0,0,0,0,0.009,0.018,0.001,0.003,0,0,0,0.021,2,4.007,7,0,0,33264
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/speed_e7_207,valid,2,0.012,0,4,0,0,0,0,0,0.001,0.002,0,0,0,0,0,0.021,0,0.021,0,0,0,29692
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/speed_e7_207_e7_538,valid,2,0.009,0,4,0,0,0,0,0,0.001,0.002,0,0,0,0,0,0.021,0,0.021,0,0,0,30040
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/speed_e7_207_e8_507,valid,2,0.012,0,4,0,0,0,0,0,0.001,0.002,0,0,0,0,0,0.021,0,0.021,0,0,0,29456
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/speed_e8_649,valid,2,0.011,0,4,0,0,0,0,0,0.001,0.002,0,0,0,0,0,0.021,0,0.021,0,0,0,29776
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/speed_e8_649_e7_709,valid,2,0.01,0,4,0,0,0,0,0,0.001,0.002,0,0,0,0,0,0.021,0,0.021,0,0,0,29676
experimental-result-main/kind2-benchmarks-master/FunctionalChain/controlLaw/controlLaw,valid,2,0.029,2,15,0,0,0,0,0,0.005,0.003,0,0.001,0,0,0,0.021,0,0.021,2,0,0,34864
experimental-result-main/kind2-benchmarks-master/FMCAD08/Bool/misc/stalmark,valid,3,0.037,4 2,64,0,0,0,0,0,0.015,0.005,0.001,0.002,9,3,2,1.074,1,0.841,31,9,0,29052
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/large/microwave01,valid,3,0.561,2 0,165,0,0,0,0,0,0.058,0.038,0,0.014,19,3,3,10.383,1,6.929,80,8,0,85152
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/large/microwave05,valid,3,5.718,17 10,385,0,0.001,0,0,0,0.169,4.821,0.002,0.033,121,0,3,12.477,2,9.335,175,16,0,87120
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/large/microwave17,valid,3,0.878,9 4,289,0,0.001,0,0,0,0.121,0.078,0.002,0.023,60,12,3,10.576,1,7.105,148,20,0.001,95140
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/large/microwave19,valid,3,1.423,9 2,507,0,0.001,0,0,0,0.174,0.144,0.003,0.043,119,14,7,15.695,2,8.083,260,29,0,89060
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/large/microwave21,valid,3,0.907,5 2,195,0,0,0,0,0,0.075,0.08,0.001,0.022,34,5,3,9.538,1,7.033,93,11,0,94976
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/large/microwave22,valid,5,20.367,13 8 6 3,947,0,0.003,0.001,0.002,0.001,0.423,18.249,0.004,0.124,350,82,12,22.354,7,14.293,534,74,0.002,91056
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/large/microwave24,valid,3,1.007,8 3,341,0,0.001,0,0,0,0.11,0.084,0.001,0.028,70,11,4,12.22,2,8.312,171,18,0,88916
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/large/microwave26,valid,3,15.985,10 5,444,0,0.002,0,0.001,0,0.28,13.891,0.004,0.08,82,7,11,20.718,6,13.003,241,53,0.001,92920
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/large/steam_boiler_no_arr2,valid,3,0.107,2 0,117,0,0,0,0,0,0.032,0.015,0,0.013,9,0,1,14.673,1,14.25,55,4,0,33432
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/large/steam_boiler_no_arr2_e1_17214_e5_18600,valid,3,0.098,2 0,117,0,0,0,0,0,0.03,0.014,0,0.011,9,0,1,14.644,1,14.227,55,4,0,33376
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/large/steam_boiler_no_arr2_e3_514_e4_11150,valid,3,0.105,2 0,117,0,0,0,0,0,0.033,0.015,0,0.011,9,0,1,14.671,1,14.247,55,4,0,33312
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/large/steam_boiler_no_arr2_e6_3003_e4_15091,valid,3,0.134,2 0,117,0,0,0,0,0,0.04,0.019,0,0.014,9,0,1,14.671,1,14.247,55,4,0,33356
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/large/steam_boiler_no_arr2_e7_12307,valid,3,0.117,2 0,117,0,0,0,0,0,0.034,0.015,0,0.012,9,0,1,14.671,1,14.247,55,4,0,33288
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/large/steam_boiler_no_arr2_e8_21449_e5_18210,valid,3,0.097,1 0,56,0,0,0,0,0,0.023,0.011,0,0.013,0,0,0,0.021,1,14.31,24,2,0,33152
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_10,valid,2,0.049,2,18,0,0,0,0,0,0.007,0.004,0,0.004,0,0,0,0.021,2,7.432,7,2,0,57540
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_10_e1_3587_e3_2749,valid,2,0.086,2,18,0,0,0,0,0,0.012,0.008,0,0.009,0,0,0,0.021,2,7.427,7,2,0,57692
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_10_e1_998,valid,2,0.051,2,18,0,0,0,0,0,0.009,0.005,0,0.004,0,0,0,0.021,2,7.419,7,2,0,57512
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_10_e2_2785_e3_1744,valid,2,0.051,2,18,0,0,0,0,0,0.008,0.004,0,0.004,0,0,0,0.021,2,7.427,7,2,0,57496
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_10_e2_402,valid,2,0.051,2,18,0,0,0,0,0,0.008,0.004,0,0.004,0,0,0,0.021,2,7.427,7,2,0,59632
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_10_e3_144_e5_2046,valid,2,0.046,2,18,0,0,0,0,0,0.007,0.004,0,0.003,0,0,0,0.021,2,7.427,7,2,0,57640
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_10_e3_3429,valid,2,0.048,2,18,0,0,0,0,0,0.007,0.004,0,0.003,0,0,0,0.021,2,7.427,7,2,0,57588
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_4,valid,3,0.052,1 0,42,0,0,0,0,0,0.013,0.009,0.001,0.004,0,0,0,0.021,1,5.25,17,4,0,39084
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_a3_e1_3233_e3_2970,valid,2,0.062,4,36,0,0,0,0,0,0.015,0.009,0.001,0.005,0,0,0,0.021,2,6.188,14,3,0,37036
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_a3_e2_2086_e3_2542,valid,2,0.07,5,43,0,0,0,0,0,0.019,0.01,0.001,0.005,0,0,0,0.021,2,6.271,18,5,0,38932
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_a3_e3_314_e2_2812,valid,2,0.113,4,34,0,0,0,0,0,0.03,0.018,0.001,0.012,0,0,0,0.021,2,6.203,13,3,0,37124
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/ILLINOIS_1,valid,2,0.057,1,14,0,0,0,0,0,0.011,0.008,0.001,0.003,0,0,0,0.021,1,4.046,4,0,0,39176
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/ILLINOIS_2_e2_2367_e1_3182,valid,2,0.034,1,9,0,0,0,0,0,0.005,0.004,0,0.001,0,0,0,0.021,0,0.021,1,0,0,40916
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/ILLINOIS_all,valid,2,0.083,5,45,0,0,0,0,0,0.021,0.013,0.001,0.005,0,0,0,0.021,2,5.99,17,3,0,41180
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/MESI_1_e2_162_e7_1545,valid,2,0.018,1,14,0,0,0,0,0,0.003,0.002,0,0.001,0,0,0,0.021,1,2.621,4,0,0,32152
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/MESI_3,valid,3,0.209,4 2,191,0,0,0,0,0,0.077,0.053,0.002,0.017,28,3,5,8.205,1,4.597,79,3,0,33856
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/MESI_3_e2_819_e1_1145,valid,3,0.198,4 2,191,0,0,0,0,0,0.074,0.051,0.002,0.017,28,3,5,8.199,1,4.587,79,3,0,33896
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/MESI_3_e2_819_e4_1595,valid,3,0.191,4 2,191,0,0,0,0,0,0.068,0.049,0.002,0.017,28,3,5,8.199,1,4.587,79,3,0,33980
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/MESI_3_e3_2669,valid,3,0.204,4 2,202,0,0,0,0,0,0.073,0.054,0.002,0.018,29,1,5,9.289,1,4.89,85,6,0,34704
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/MESI_4,valid,3,0.046,1 0,54,0,0,0,0,0,0.017,0.007,0,0.003,0,0,0,0.021,1,2.873,21,2,0,32780
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/MESI_4_e7_1140_e7_433,valid,3,0.049,2 1,62,0,0,0,0,0,0.017,0.009,0,0.003,8,1,1,2.849,1,2.981,23,1,0,32788
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/MESI_all_e4_1147_e7_497,valid,2,0.032,3,30,0,0,0,0,0,0.01,0.004,0.001,0.002,0,0,0,0.021,1,2.839,11,2,0,32108
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/MESI_i3_e1_447_e1_1292,valid,3,0.072,7 4,92,0,0,0,0,0,0.026,0.012,0.001,0.006,26,6,3,4.919,1,2.985,41,6,0,32792
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/MESI_i3_e1_447_e6_2281,valid,3,0.082,7 4,114,0,0,0,0,0,0.03,0.015,0.001,0.007,34,9,4,5.289,1,2.96,49,3,0,33304
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/SYNAPSE_6_e2_1439_e1_954,valid,3,0.055,5 4,63,0,0,0,0,0,0.019,0.01,0,0.005,7,0,2,4.223,2,3.709,22,2,0,32804
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/SYNAPSE_6_e3_1666_e5_1558,valid,3,0.063,6 4,58,0,0,0,0,0,0.023,0.01,0.001,0.004,10,0,0,0.021,1,3.176,18,2,0,33724
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/durationThm_3_e7_334_e2_62,valid,2,0.034,4,23,0,0,0,0,0,0.012,0.003,0,0.003,0,0,0,0.021,5,3.614,10,4,0,32476
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/ex3,valid,3,0.056,4 3,77,0,0,0,0,0,0.02,0.008,0.001,0.003,17,2,1,2.684,1,2.568,31,2,0,32788
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/ticket3i_2,valid,2,0.037,2,18,0,0,0,0,0,0.007,0.004,0,0.003,0,0,0,0.021,2,5.93,7,2,0,41032
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/ticket3i_7,valid,2,0.074,6,51,0,0,0,0,0,0.023,0.009,0.001,0.005,0,0,0,0.021,1,5.423,20,5,0,39172
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/ticket3i_7_e1_2192_e1_1852,valid,2,0.115,9,72,0,0,0,0,0,0.039,0.014,0.002,0.008,0,0,0,0.021,1,5.761,27,6,0,38952
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/protocol/peterson_1_e7_4234,valid,2,0.03,1,9,0,0,0,0,0,0.004,0.003,0,0.001,0,0,0,0.021,0,0.021,1,0,0,57604
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/protocol/peterson_4,valid,2,0.048,2,21,0,0,0,0,0,0.008,0.006,0,0.003,0,0,0,0.021,1,6.248,7,1,0,57736
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/protocol/peterson_all,valid,2,0.098,5,46,0,0,0,0,0,0.026,0.009,0.001,0.006,0,0,0,0.021,1,6.557,18,4,0,57788
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/protocol/rtp_10,valid,2,0.037,2,21,0,0,0,0,0,0.008,0.004,0,0.003,0,0,0,0.021,1,4.732,7,1,0,53280
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/protocol/rtp_3,valid,2,0.04,2,21,0,0,0,0,0,0.008,0.004,0.001,0.002,0,0,0,0.021,1,4.737,7,1,0,53532
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/protocol/rtp_4,valid,2,0.036,2,21,0,0,0,0,0,0.007,0.003,0,0.002,0,0,0,0.021,1,4.737,7,1,0,53556
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/protocol/rtp_6,valid,2,0.039,2,21,0,0,0,0,0,0.007,0.004,0,0.002,0,0,0,0.021,1,4.733,7,1,0,55420
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/protocol/rtp_7,valid,2,0.04,2,21,0,0,0,0,0,0.007,0.003,0.001,0.002,0,0,0,0.021,1,4.732,7,1,0,53352
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/protocol/rtp_8,valid,2,0.041,2,21,0,0,0,0,0,0.008,0.003,0.001,0.002,0,0,0,0.021,1,4.733,7,1,0,53484
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/protocol/rtp_9,valid,2,0.037,2,21,0,0,0,0,0,0.007,0.003,0.001,0.002,0,0,0,0.021,1,4.726,7,1,0,53280
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/protocol/rtp_all,valid,2,0.208,11,88,0,0,0,0,0,0.07,0.015,0.001,0.009,0,0,0,0.021,1,5.683,36,10,0,61480
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/protocol/swimmingpool_6_e7_10_e7_341,invalid,4,0.316,8 6 4 2,322,0,0.001,0.003,0.001,0,0.127,0.045,0.001,0.038,142,63,5,10.549,1,4.491,154,0,0,35052
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/protocol/swimmingpool_6_e7_399,invalid,3,0.416,14 11 6,488,0,0.002,0.004,0.002,0,0.18,0.063,0.002,0.036,249,113,18,20.862,1,4.762,267,1,0,34564
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/protocol/swimmingpool_8,invalid,5,0.807,14 13 11 7 3,969,0,0.003,0.012,0.003,0.006,0.34,0.146,0.002,0.092,509,300,21,24.864,1,4.703,586,8,0,36020
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/protocol/swimmingpool_9,invalid,7,1.618,18 14 12 9 7 5 3,1731,0,0.009,0.029,0.004,0.012,0.658,0.287,0.002,0.207,829,559,17,22.914,3,9.52,1053,3,0,37852
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_2,valid,4,0.057,2 1 0,87,0,0,0,0,0,0.023,0.008,0,0.004,14,3,3,4.093,1,2.941,36,2,0,32724
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_2_e7_1027_e1_1047,valid,3,0.05,4 3,61,0,0,0,0,0,0.019,0.007,0,0.004,10,0,4,4.83,1,3.106,23,3,0,33280
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_2_e7_1027_e7_359,valid,4,0.059,4 3 2,95,0,0,0,0,0,0.023,0.009,0,0.005,16,3,3,4.089,1,2.943,39,3,0,32812
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_2_e8_491_e7_826,valid,3,0.036,3 2,48,0,0,0,0,0,0.011,0.005,0,0.003,6,0,2,3.806,1,2.722,16,0,0,32260
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_3,valid,3,0.041,2 1,61,0,0,0,0,0,0.015,0.007,0,0.003,8,0,2,3.789,1,2.843,23,1,0,32732
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_3_e7_626,valid,3,0.048,2 1,55,0,0,0,0,0,0.017,0.008,0,0.004,7,0,2,3.783,1,2.782,20,1,0,33084
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_3_e8_33,valid,3,0.042,2 1,61,0,0,0,0,0,0.016,0.006,0,0.003,8,0,2,3.781,1,2.847,22,0,0,33100
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_3_e8_33_e7_220,valid,3,0.04,2 1,55,0,0,0,0,0,0.014,0.007,0,0.003,7,0,2,3.784,1,2.784,20,1,0,33256
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_all,valid,3,0.107,3 1,143,0,0,0,0,0,0.046,0.017,0.001,0.007,22,0,3,4.957,1,3.404,62,6,0,33356
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_all_e2_142,valid,3,0.082,2 1,95,0,0,0,0,0,0.037,0.012,0.001,0.005,11,0,1,3.917,1,3.305,39,6,0,32676
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_all_e2_142_e7_209,valid,3,0.101,4 2,134,0,0,0,0,0,0.043,0.014,0.001,0.007,20,0,2,4.598,1,3.385,57,7,0,32996
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_all_e3_1068_e4_275,valid,3,0.089,2 1,95,0,0,0,0,0,0.039,0.012,0.001,0.005,11,0,1,3.917,1,3.305,39,6,0,32752
