Model,result,ic3_k,ic3_total_time,ic3_frame_sizes,ic3_solver,ic3_extra_ucl,ic3_add_ucl,ic3_check_ucl,ic3_add_sml,ic3_extra_sml,ic3_extra_time_c,ic3_extra_time_c_n1,ic3_extra_time_F,ic3_assert_time,ic3_check_sat_time,ic3_get_unsat_core_time,get_value_time,i_ucl,i_reuse_ucl,f_ucl,f_reuse_ucl,f_sml,f_reuse_sml,sml_length,ucl_f_length,ucl_i_length,sml_mem,ucl_f_mem,ucl_i_mem,max
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/large/microwave10,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,91384
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/large/microwave17,valid,3,1.128,8 5,78,0,0,0,N/A,N/A,N/A,N/A,N/A,0.056,0.27,0.004,0.014,60,40,49,13,0,0,N/A,14,6,N/A,1.955,1.001,99416
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/large/microwave18,invalid,1,0.62,0,14,0,0,0,N/A,N/A,N/A,N/A,N/A,0.016,0.159,0,0.009,4,2,4,0,0,0,N/A,2,1,N/A,0.821,0.346,89168
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/large/microwave33,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,92872
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/large/steam_boiler_no_arr1_e4_23904_e4_2384,valid,2,0.152,0,4,0,0,0,N/A,N/A,N/A,N/A,N/A,0.004,0.069,0,0,0,0,0,0,0,0,N/A,0,0,N/A,0.021,0.021,185464
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/large/microwave40,invalid,0,0.097,N/A,2,0,0,0,N/A,N/A,N/A,N/A,N/A,0.011,0.065,0,0.002,0,0,0,0,0,0,N/A,0,0,N/A,0,0,92920
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/large/microwave08,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,91372
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/large/microwave16,valid,2,0.036,0,4,0,0,0,N/A,N/A,N/A,N/A,N/A,0.007,0.01,0,0,0,0,0,0,0,0,N/A,0,0,N/A,0.021,0.021,87152
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/large/microwave07,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,93152
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/large/microwave39,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,92832
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/large/microwave24,valid,3,234.053,7 3,108,0,0,0,N/A,N/A,N/A,N/A,N/A,0.079,232.869,0.005,0.035,92,70,81,19,0,0,N/A,15,8,N/A,2.68,1.738,472188
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/large/microwave23,invalid,1,1.483,4,34,0,0,0,N/A,N/A,N/A,N/A,N/A,0.025,0.642,0.002,0.016,19,12,17,2,0,0,N/A,8,3,N/A,1.399,0.569,124336
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/large/steam_boiler_no_arr2_e6_3003_e4_15091,valid,3,0.101,1 0,21,0,0,0,N/A,N/A,N/A,N/A,N/A,0.01,0.009,0.001,0.007,8,4,6,1,0,0,N/A,2,2,N/A,0.478,0.502,34292
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/large/microwave03,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,93388
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/large/microwave21,valid,3,179.444,12 9,182,0,0,0.001,N/A,N/A,N/A,N/A,N/A,0.153,176.248,0.008,0.072,150,97,116,22,0,0,N/A,27,17,N/A,3.861,2.912,761680
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/large/microwave06,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,91016
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/large/microwave35,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,90964
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/durationThm_2_e2_63,valid,2,0.043,1,12,0,0,0,N/A,N/A,N/A,N/A,N/A,0.005,0.017,0,0.001,4,0,2,0,0,0,N/A,1,1,N/A,0.444,0.388,32252
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/traffic,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,23780
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/durationThm_1_e3_389,invalid,0,0.012,N/A,2,0,0,0,N/A,N/A,N/A,N/A,N/A,0.001,0.003,0,0,0,0,0,0,0,0,N/A,0,0,N/A,0,0,30300
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/durationThm_3_e7_334,invalid,0,0.01,N/A,1,0,0,0,N/A,N/A,N/A,N/A,N/A,0,0.001,0,0.001,0,0,0,0,0,0,N/A,0,0,N/A,0,0,29388
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/ex8_e7_74_e8_302,invalid,0,0.01,N/A,2,0,0,0,N/A,N/A,N/A,N/A,N/A,0,0.002,0,0,0,0,0,0,0,0,N/A,0,0,N/A,0,0,29528
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/ticket3i_7_e7_3176,valid,2,0.199,8,48,0,0,0,N/A,N/A,N/A,N/A,N/A,0.037,0.024,0.002,0.008,33,17,28,9,0,0,N/A,12,10,N/A,1.081,0.833,41316
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/_6countern,invalid,0,0.006,N/A,1,0,0,0,N/A,N/A,N/A,N/A,N/A,0.001,0,0,0,0,0,0,0,0,0,N/A,0,0,N/A,0,0,29580
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/_6counters_e3_140_e8_149,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,62324
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/ticket3i_7_e8_2126_e7_78,valid,2,0.149,6,33,0,0,0,N/A,N/A,N/A,N/A,N/A,0.025,0.018,0.001,0.006,21,11,17,5,0,0,N/A,9,6,N/A,0.975,0.669,38952
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/_6counters,invalid,7,1.794,33 30 26 22 18 17 10,1050,0,0.001,0.009,N/A,N/A,N/A,N/A,N/A,0.521,0.618,0.017,0.26,988,811,839,112,0,0,N/A,89,9,N/A,5.891,1.386,37828
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/ticket3i_3_e7_1312_e7_1495,invalid,0,0.017,N/A,2,0,0,0,N/A,N/A,N/A,N/A,N/A,0.001,0.003,0,0.001,0,0,0,0,0,0,N/A,0,0,N/A,0,0,39256
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/durationThm_1_e1_350,invalid,0,0.012,N/A,2,0,0,0,N/A,N/A,N/A,N/A,N/A,0.001,0.002,0,0,0,0,0,0,0,0,N/A,0,0,N/A,0,0,30372
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/ex8,invalid,0,0.011,N/A,2,0,0,0,N/A,N/A,N/A,N/A,N/A,0,0.002,0,0,0,0,0,0,0,0,N/A,0,0,N/A,0,0,29832
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/two_counters,valid,6,0.48,22 20 17 13 7,422,0,0,0.001,N/A,N/A,N/A,N/A,N/A,0.164,0.137,0.006,0.047,368,285,300,35,0,0,N/A,38,6,N/A,3.254,1.014,33428
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/_6counters_e8_371_e2_80,valid,2,0.01,0,4,0,0,0,N/A,N/A,N/A,N/A,N/A,0.001,0.001,0,0,0,0,0,0,0,0,N/A,0,0,N/A,0.021,0.021,28748
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/ticket3i_4_e7_1775_e7_3320,valid,2,0.065,2,16,0,0,0,N/A,N/A,N/A,N/A,N/A,0.009,0.008,0.001,0.002,7,3,7,2,0,0,N/A,3,3,N/A,0.688,0.43,38960
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/durationThm_2_e7_145_e1_343,invalid,0,0.011,N/A,2,0,0,0,N/A,N/A,N/A,N/A,N/A,0,0.002,0,0,0,0,0,0,0,0,N/A,0,0,N/A,0,0,30288
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/two_counters_e1_268,invalid,0,0.008,N/A,2,0,0,0,N/A,N/A,N/A,N/A,N/A,0,0.001,0,0,0,0,0,0,0,0,N/A,0,0,N/A,0,0,29680
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/durationThm_3,invalid,0,0.009,N/A,1,0,0,0,N/A,N/A,N/A,N/A,N/A,0,0.001,0,0,0,0,0,0,0,0,N/A,0,0,N/A,0,0,29508
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/durationThm_2_e3_329_e5_124,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,24828
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/durationThm_1_e2_3,invalid,0,0.011,N/A,2,0,0,0,N/A,N/A,N/A,N/A,N/A,0.001,0.002,0,0,0,0,0,0,0,0,N/A,0,0,N/A,0,0,29960
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/durationThm_3_e7_334_e1_431,invalid,0,0.009,N/A,1,0,0,0,N/A,N/A,N/A,N/A,N/A,0,0.001,0,0,0,0,0,0,0,0,N/A,0,0,N/A,0,0,29488
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/durationThm_3_e1_36,invalid,0,0.009,N/A,1,0,0,0,N/A,N/A,N/A,N/A,N/A,0,0.001,0,0,0,0,0,0,0,0,N/A,0,0,N/A,0,0,29500
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/two_counters_e7_222,invalid,0,0.008,N/A,2,0,0,0,N/A,N/A,N/A,N/A,N/A,0,0.001,0,0,0,0,0,0,0,0,N/A,0,0,N/A,0,0,29664
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/_6counters_e8_371_e3_224,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,59472
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/ticket3i_3,invalid,0,0.018,N/A,2,0,0,0,N/A,N/A,N/A,N/A,N/A,0.001,0.004,0,0.001,0,0,0,0,0,0,N/A,0,0,N/A,0,0,39044
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/durationThm_1_e3_389_e5_5,invalid,0,0.011,N/A,2,0,0,0,N/A,N/A,N/A,N/A,N/A,0.001,0.002,0,0,0,0,0,0,0,0,N/A,0,0,N/A,0,0,29972
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/durationThm_3_e7_334_e7_118,invalid,0,0.009,N/A,1,0,0,0,N/A,N/A,N/A,N/A,N/A,0,0.001,0,0,0,0,0,0,0,0,N/A,0,0,N/A,0,0,29632
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/ticket3i_3_e8_1703_e8_2560,invalid,0,0.016,N/A,2,0,0,0,N/A,N/A,N/A,N/A,N/A,0.001,0.003,0,0.001,0,0,0,0,0,0,N/A,0,0,N/A,0,0,41080
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/ticket3i_7_e1_2192_e1_1852,valid,2,0.21,8,50,0,0,0,N/A,N/A,N/A,N/A,N/A,0.035,0.029,0.003,0.007,35,19,30,9,0,0,N/A,14,10,N/A,1.105,0.943,41288
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/durationThm_3_e3_442_e5_260,invalid,0,0.01,N/A,1,0,0,0,N/A,N/A,N/A,N/A,N/A,0.001,0.001,0,0,0,0,0,0,0,0,N/A,0,0,N/A,0,0,29476
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/ticket3i_1_e7_1669,valid,2,0.071,3,16,0,0,0,N/A,N/A,N/A,N/A,N/A,0.009,0.009,0.001,0.003,5,1,5,1,0,0,N/A,3,4,N/A,0.627,0.685,39160
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/ticket3i_2,invalid,2,0.155,4 1,38,0,0,0,N/A,N/A,N/A,N/A,N/A,0.021,0.021,0.001,0.015,9,0,7,0,0,0,N/A,5,4,N/A,1.046,0.879,39000
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/ticket3i_all_e7_591,valid,2,0.145,6,38,0,0,0,N/A,N/A,N/A,N/A,N/A,0.022,0.019,0.002,0.006,28,17,25,9,0,0,N/A,9,7,N/A,1.025,0.767,39056
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/durationThm_2_e7_145_e2_169,valid,2,0.06,3,20,0,0,0,N/A,N/A,N/A,N/A,N/A,0.01,0.021,0,0.002,9,0,3,0,0,0,N/A,3,3,N/A,0.756,0.696,33520
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/durationThm_3_e3_442_e4_165,invalid,0,0.009,N/A,1,0,0,0,N/A,N/A,N/A,N/A,N/A,0,0.001,0,0,0,0,0,0,0,0,N/A,0,0,N/A,0,0,29432
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/durationThm_1_e3_389_e4_294,invalid,0,0.011,N/A,2,0,0,0,N/A,N/A,N/A,N/A,N/A,0.001,0.002,0,0.001,0,0,0,0,0,0,N/A,0,0,N/A,0,0,30016
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/durationThm_1,invalid,0,0.011,N/A,2,0,0,0,N/A,N/A,N/A,N/A,N/A,0.001,0.002,0,0,0,0,0,0,0,0,N/A,0,0,N/A,0,0,30592
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/ticket3i_6_e7_1096_e7_2688,valid,2,0.057,2,14,0,0,0,N/A,N/A,N/A,N/A,N/A,0.008,0.007,0.001,0.002,6,3,6,2,0,0,N/A,3,3,N/A,0.666,0.513,38928
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/traffic_e7_46_e7_171,invalid,0,0.008,N/A,1,0,0,0,N/A,N/A,N/A,N/A,N/A,0,0.001,0,0,0,0,0,0,0,0,N/A,0,0,N/A,0,0,28732
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/ticket3i_all_e2_1117_e7_553,valid,2,0.143,6,28,0,0,0,N/A,N/A,N/A,N/A,N/A,0.018,0.019,0.001,0.006,13,6,13,3,0,0,N/A,6,7,N/A,0.809,0.767,40960
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/two_counters_e2_3,invalid,1,0.02,0,8,0,0,0,N/A,N/A,N/A,N/A,N/A,0.002,0.002,0,0.001,0,0,1,0,0,0,N/A,0,0,N/A,0.021,0.021,32084
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/durationThm_2_e7_145_e3_222,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,23740
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/ticket3i_7,valid,2,0.163,6,35,0,0,0,N/A,N/A,N/A,N/A,N/A,0.026,0.018,0.001,0.006,24,13,19,6,0,0,N/A,12,6,N/A,1.007,0.669,39036
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/twisted_counters,valid,6,0.817,23 20 16 13 10,589,0,0,0.003,N/A,N/A,N/A,N/A,N/A,0.294,0.234,0.01,0.069,563,453,469,78,0,0,N/A,63,8,N/A,4.568,1.307,33564
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/durationThm_2_e7_145_e8_73,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21612
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/durationThm_2_e1_301,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,23608
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/ticket3i_all_e8_505_e7_2450,valid,2,0.169,7,37,0,0,0,N/A,N/A,N/A,N/A,N/A,0.028,0.018,0.001,0.007,23,12,20,6,0,0,N/A,10,8,N/A,1.04,0.778,41308
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/durationThm_1_e7_217_e7_31,invalid,0,0.012,N/A,2,0,0,0,N/A,N/A,N/A,N/A,N/A,0.001,0.002,0,0,0,0,0,0,0,0,N/A,0,0,N/A,0,0,30000
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/ticket3i_3_e8_1703_e7_3491,invalid,0,0.016,N/A,2,0,0,0,N/A,N/A,N/A,N/A,N/A,0.001,0.003,0,0.001,0,0,0,0,0,0,N/A,0,0,N/A,0,0,39196
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/ticket3i_4,valid,2,0.059,2,15,0,0,0,N/A,N/A,N/A,N/A,N/A,0.008,0.007,0.001,0.003,8,5,7,2,0,0,N/A,4,2,N/A,0.677,0.394,41076
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/ticket3i_3_e7_99,invalid,0,0.016,N/A,2,0,0,0,N/A,N/A,N/A,N/A,N/A,0.001,0.003,0,0.001,0,0,0,0,0,0,N/A,0,0,N/A,0,0,41304
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/ticket3i_7_e2_2724_e7_524,valid,2,0.145,6,27,0,0,0,N/A,N/A,N/A,N/A,N/A,0.02,0.018,0.001,0.006,12,5,12,3,0,0,N/A,7,7,N/A,0.953,0.705,39160
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/durationThm_1_e7_217,invalid,0,0.012,N/A,2,0,0,0,N/A,N/A,N/A,N/A,N/A,0.001,0.002,0,0,0,0,0,0,0,0,N/A,0,0,N/A,0,0,30480
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/durationThm_1_e7_217_e1_89,invalid,0,0.011,N/A,2,0,0,0,N/A,N/A,N/A,N/A,N/A,0.001,0.002,0,0,0,0,0,0,0,0,N/A,0,0,N/A,0,0,30208
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/durationThm_2_e7_149,invalid,0,0.012,N/A,2,0,0,0,N/A,N/A,N/A,N/A,N/A,0.001,0.002,0,0.001,0,0,0,0,0,0,N/A,0,0,N/A,0,0,30772
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/ex8_e8_220,invalid,0,0.009,N/A,2,0,0,0,N/A,N/A,N/A,N/A,N/A,0,0.001,0,0,0,0,0,0,0,0,N/A,0,0,N/A,0,0,29448
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/ticket3i_5,valid,2,0.062,2,12,0,0,0,N/A,N/A,N/A,N/A,N/A,0.006,0.007,0.001,0.003,4,2,4,1,0,0,N/A,3,2,N/A,0.666,0.394,39252
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/ticket3i_7_e7_3176_e1_2924,valid,3,0.243,1 0,60,0,0,0,N/A,N/A,N/A,N/A,N/A,0.052,0.041,0.003,0.01,47,34,44,17,0,0,N/A,11,10,N/A,1.171,1.043,39032
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/durationThm_2_e3_99,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21812
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/ticket3i_all_e1_2706_e7_1776,valid,2,0.155,6,40,0,0,0,N/A,N/A,N/A,N/A,N/A,0.027,0.021,0.002,0.006,29,17,27,10,0,0,N/A,8,8,N/A,1.015,0.794,39000
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/durationThm_3_e2_63,invalid,0,0.009,N/A,1,0,0,0,N/A,N/A,N/A,N/A,N/A,0,0.001,0,0,0,0,0,0,0,0,N/A,0,0,N/A,0,0,29532
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/durationThm_1_e7_217_e3_132,invalid,0,0.011,N/A,2,0,0,0,N/A,N/A,N/A,N/A,N/A,0.001,0.002,0,0,0,0,0,0,0,0,N/A,0,0,N/A,0,0,30296
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/ticket3i_1,valid,2,0.069,3,14,0,0,0,N/A,N/A,N/A,N/A,N/A,0.007,0.007,0.001,0.003,3,0,3,0,0,0,N/A,3,3,N/A,0.627,0.558,41040
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/ex8_e7_74,invalid,0,0.009,N/A,2,0,0,0,N/A,N/A,N/A,N/A,N/A,0,0.001,0,0,0,0,0,0,0,0,N/A,0,0,N/A,0,0,29548
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/ticket3i_all_e3_557_e7_3464,valid,2,0.153,6,37,0,0,0,N/A,N/A,N/A,N/A,N/A,0.026,0.024,0.001,0.005,26,14,21,7,0,0,N/A,9,7,N/A,1.025,0.767,39232
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/ticket3i_all,valid,2,0.152,6,36,0,0,0,N/A,N/A,N/A,N/A,N/A,0.023,0.017,0.002,0.006,25,14,20,6,0,0,N/A,9,6,N/A,1.025,0.73,39260
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/ticket3i_3_e7_1312_e8_1916,invalid,0,0.018,N/A,2,0,0,0,N/A,N/A,N/A,N/A,N/A,0.001,0.004,0,0.001,0,0,0,0,0,0,N/A,0,0,N/A,0,0,39028
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/ticket3i_3_e8_1703,invalid,0,0.018,N/A,2,0,0,0,N/A,N/A,N/A,N/A,N/A,0.001,0.004,0,0.001,0,0,0,0,0,0,N/A,0,0,N/A,0,0,39232
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/durationThm_3_e7_334_e3_42,invalid,0,0.01,N/A,1,0,0,0,N/A,N/A,N/A,N/A,N/A,0,0.001,0,0,0,0,0,0,0,0,N/A,0,0,N/A,0,0,29620
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/durationThm_2_e7_145_e7_154,invalid,0,0.012,N/A,2,0,0,0,N/A,N/A,N/A,N/A,N/A,0.001,0.002,0,0.001,0,0,0,0,0,0,N/A,0,0,N/A,0,0,30776
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/_6counters_e8_371_e1_448,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,60200
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/_6counters_e8_371_e7_304,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,47796
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/ex8_e8_220_e7_249,invalid,0,0.01,N/A,2,0,0,0,N/A,N/A,N/A,N/A,N/A,0,0.002,0,0,0,0,0,0,0,0,N/A,0,0,N/A,0,0,29488
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/durationThm_2_e3_329_e4_1,valid,2,0.04,1,12,0,0,0,N/A,N/A,N/A,N/A,N/A,0.005,0.016,0,0.001,4,0,2,0,0,0,N/A,1,1,N/A,0.444,0.388,32368
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/traffic_e7_46,invalid,0,0.007,N/A,1,0,0,0,N/A,N/A,N/A,N/A,N/A,0,0.001,0,0,0,0,0,0,0,0,N/A,0,0,N/A,0,0,28124
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/durationThm_3_e7_334_e2_62,invalid,0,0.009,N/A,1,0,0,0,N/A,N/A,N/A,N/A,N/A,0,0.001,0,0,0,0,0,0,0,0,N/A,0,0,N/A,0,0,29392
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/durationThm_3_e3_207,invalid,0,0.009,N/A,1,0,0,0,N/A,N/A,N/A,N/A,N/A,0,0.001,0,0,0,0,0,0,0,0,N/A,0,0,N/A,0,0,29368
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/ex3,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,23788
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/durationThm_2,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21636
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/two_counters_e3_325,invalid,1,0.021,0,8,0,0,0,N/A,N/A,N/A,N/A,N/A,0.002,0.002,0,0.001,0,0,1,0,0,0,N/A,0,0,N/A,0.021,0.021,32004
