Model,result,ic3_k,ic3_total_time,ic3_frame_sizes,ic3_solver,ic3_extra_ucl,ic3_add_ucl,ic3_check_ucl,ic3_add_sml,ic3_extra_sml,ic3_extra_time_c,ic3_extra_time_c_n1,ic3_extra_time_F,ic3_assert_time,ic3_check_sat_time,ic3_get_unsat_core_time,get_value_time,i_ucl,i_reuse_ucl,f_ucl,f_reuse_ucl,f_sml,f_reuse_sml,sml_ind_length,ul_ind_length,ul_init_length,sml_ind_mem,ul_ind_mem,ul_init_mem,sml_init_length,sml_init_mem,i_sml,i_reuse_sml,ic3_extra_time_n0,max_size
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/ticket3i_7_e3_59_e7_2122,valid,2,0.131,7,36,0,0,0,0,0,0,0,0,0.019,0.016,0.001,0.007,22,13,21,5,10,1,1,8,8,5.144,1.016,0.778,1,5.136,3,0,0,39320
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/durationThm_1_e7_217_e2_352,invalid,0,0.01,N/A,2,0,0,0,0,0,0,0,0,0.001,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30144
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_14_e3_5120,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,148996
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_all2_e2_2073_e8_3691,invalid,0,0.017,N/A,2,0,0,0,0,0,0,0,0,0.001,0.002,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72296
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_13_e7_2336,invalid,0,0.015,N/A,2,0,0,0,0,0,0,0,0,0.001,0.001,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57792
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_5_e7_2017_e7_2326,invalid,1,0.06,1,18,0,0,0,0,0,0,0,0,0.009,0.006,0,0.005,9,6,10,2,5,1,1,3,3,6.561,0.976,0.72,0,0.021,2,0,0,59880
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_4_e7_2329_e3_4574,invalid,1,0.075,2,21,0,0,0,0,0,0,0,0,0.012,0.007,0.001,0.006,10,6,11,2,5,1,1,3,4,6.648,0.714,0.802,0,0.021,3,0,0,57812
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_all_e1_4022_e2_267,valid,2,0.08,4,26,0,0,0,0,0,0,0,0,0.014,0.01,0.001,0.006,14,7,12,0,8,0,2,7,5,8.421,1.51,1.365,1,6.39,3,1,0,61932
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_1_e1_5070,valid,2,0.044,2,20,0,0,0,0,0,0,0,0,0.007,0.004,0.001,0.003,10,6,10,0,8,0,2,5,4,7.764,0.841,0.757,0,0.021,2,0,0,57648
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_luke_rt_e1_913,invalid,1,0.036,0,14,0,0,0,0,0,0,0,0,0.005,0.005,0,0.005,4,1,4,0,2,0,1,2,1,4.979,1.084,0.808,1,4.711,2,0,0,36964
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_1_e1_1092_e7_1119,invalid,0,0.012,N/A,2,0,0,0,0,0,0,0,0,0.001,0.001,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37176
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_a3_e2_2952,valid,3,0.096,2 0,60,0,0,0,0,0,0,0,0,0.026,0.016,0.002,0.011,50,31,39,3,31,5,11,12,8,10.025,1.566,1.38,2,5.917,14,9,0,36976
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_4_e3_3511_e5_3248,valid,4,0.159,10 8 5,94,0,0,0,0,0,0.001,0.001,0.001,0.053,0.027,0.004,0.019,127,111,121,9,104,57,17,21,8,18.222,3.089,1.433,2,6.414,13,6,0,37236
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_all_e3_1600_e2_676,invalid,1,0.071,4,34,0,0,0,0,0,0,0,0,0.017,0.008,0.001,0.008,19,7,17,4,7,1,2,9,7,6.444,1.525,1.438,2,6.265,7,1,0,37116
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_luke_1b_e7_3191_e7_2146,invalid,0,0.012,N/A,2,0,0,0,0,0,0,0,0,0.001,0.001,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36896
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_a3_e1_3233_e1_3123,invalid,1,0.036,0,15,0,0,0,0,0,0,0,0,0.006,0.005,0,0.004,5,3,6,0,4,0,2,2,2,6.02,1.104,0.881,0,0.021,1,0,0,36928
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_all_e1_1207_e1_1201,invalid,1,0.067,3,28,0,0,0,0,0,0,0,0,0.013,0.009,0.001,0.008,13,3,10,0,5,0,1,7,4,5.368,1.436,1.249,2,6.041,6,2,0,39128
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_all_e1_4022_e7_2886,invalid,0,0.025,N/A,2,0,0,0,0,0,0,0,0,0.002,0.002,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63772
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_4_e3_3511_e1_2375,invalid,2,0.249,10 4,114,0,0,0.001,0,0,0.002,0.002,0,0.079,0.038,0.005,0.03,169,148,164,21,130,59,24,31,10,29.222,4.661,1.614,2,7.344,18,9,0,36948
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_5_e2_2884_e1_2678,valid,2,0.02,1,9,0,0,0,0,0,0,0,0,0.003,0.002,0,0.001,4,2,3,1,1,0,0,2,1,0.021,0.653,0.391,1,4.397,1,0,0,35092
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_all_e2_2924_e7_3371,invalid,0,0.014,N/A,2,0,0,0,0,0,0,0,0,0.001,0.001,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38972
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_10,valid,3,0.058,1 0,29,0,0,0,0,0,0,0,0,0.012,0.006,0.001,0.005,22,8,13,1,10,3,3,4,3,6.518,0.89,0.726,2,7.421,12,7,0,57628
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_all_e2_6104_e1_6205,valid,2,0.082,4,26,0,0,0,0,0,0,0,0,0.015,0.011,0.001,0.006,14,7,12,0,8,0,2,7,5,8.372,1.51,1.365,1,6.455,3,1,0,63908
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_6,valid,4,0.151,10 8 5,87,0,0,0,0,0,0,0,0.001,0.051,0.018,0.002,0.021,138,123,133,23,100,64,14,17,7,16.595,2.396,0.999,1,4.986,12,7,0,37196
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_3,valid,2,0.081,2,15,0,0,0,0,0,0,0,0,0.012,0.009,0,0.006,8,4,7,2,4,0,1,3,2,6.634,1.28,1.02,1,6.682,2,0,0,59848
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_all_e3_1600_e7_1607,invalid,0,0.031,N/A,2,0,0,0,0,0,0,0,0,0.001,0.001,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39236
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_3_e2_2236_e3_2657,invalid,1,0.04,1,19,0,0,0,0,0,0,0,0,0.008,0.004,0,0.005,9,5,9,2,4,0,1,4,3,4.918,0.819,0.691,1,4.407,2,0,0,35020
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_9_e7_1843_e2_1145,valid,2,0.035,1,9,0,0,0,0,0,0,0,0,0.004,0.003,0,0.002,4,2,3,1,1,0,0,2,1,0.021,0.638,0.383,1,6.142,1,0,0,59792
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_5_e7_2017,invalid,1,0.054,0,13,0,0,0,0,0,0,0,0,0.008,0.006,0,0.005,5,3,6,2,2,0,1,2,2,6.382,0.758,0.509,0,0.021,1,0,0,57808
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_luke_rt_e2_3460_e1_1455,valid,2,0.032,1,11,0,0,0,0,0,0,0,0,0.004,0.006,0.001,0.003,4,1,3,0,2,0,1,2,1,4.922,1.084,0.808,1,4.654,2,0,0,37084
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_14_e1_5710,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,103860
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_9,valid,2,0.022,1,11,0,0,0,0,0,0,0,0,0.004,0.002,0,0.001,5,3,5,1,3,0,1,2,2,5.097,0.779,0.681,0,0.021,1,0,0,37208
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_3_e3_3846,valid,2,0.035,1,12,0,0,0,0,0,0,0,0,0.005,0.007,0,0.002,5,3,5,0,4,0,2,2,2,7.791,1.181,1.001,0,0.021,1,0,0,59668
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_all_e3_4821_e2_1089,valid,2,0.078,4,24,0,0,0,0,0,0,0,0,0.013,0.009,0.001,0.005,13,5,10,0,6,0,1,7,4,6.79,1.51,1.223,1,6.705,4,2,0,61788
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_10_e2_2785_e3_1744,valid,3,0.056,1 0,29,0,0,0,0,0,0,0,0,0.011,0.006,0.001,0.006,22,8,13,1,10,3,3,4,3,6.515,0.89,0.726,2,7.413,12,7,0,57560
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_luke_1b_e7_3191_e1_1303,invalid,0,0.012,N/A,2,0,0,0,0,0,0,0,0,0.001,0.001,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37176
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_14_e7_3162_e1_3998,invalid,2,0.357,13 5,106,0,0,0.001,0,0,0.003,0.001,0,0.098,0.033,0.003,0.041,189,164,186,53,116,67,17,20,14,31.07,3.06,1.873,1,7.196,20,9,0,57588
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_13_e7_2336_e2_1255,invalid,0,0.015,N/A,2,0,0,0,0,0,0,0,0,0.001,0.001,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59600
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_13,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,209512
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_all2_e3_4612_e1_6463,valid,4,0.693,17 13 8,174,0,0,0.001,0,0.001,0.004,0.002,0.007,0.153,0.082,0.006,0.061,321,274,295,35,238,167,20,41,20,28.692,4.214,2.471,2,8.181,34,25,0,70140
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_13_e7_2336_e1_541,invalid,0,0.014,N/A,2,0,0,0,0,0,0,0,0,0.001,0.001,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57628
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_luke_1a,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,218316
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_14_e7_3162_e3_4298,invalid,2,0.308,15 8,94,0,0,0,0,0,0.001,0.001,0,0.064,0.027,0.003,0.039,120,104,118,21,82,43,16,16,9,26.212,2.789,1.569,1,6.751,11,6,0,57864
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_luke_1a_e2_284_e7_998,invalid,2,0.193,12 6,72,0,0,0,0,0,0.001,0.001,0,0.071,0.017,0.002,0.024,166,154,172,72,85,56,18,17,11,23.354,2.474,1.585,1,5.713,9,0,0,36944
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_4_e3_3511_e3_422,valid,4,0.173,10 8 5,97,0,0,0,0,0,0.001,0.001,0.001,0.058,0.03,0.003,0.022,130,114,124,8,108,58,18,19,8,19.465,3.275,1.509,2,6.486,13,6,0,36940
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_luke_rt_e3_1549,invalid,1,0.033,0,14,0,0,0,0,0,0,0,0,0.004,0.005,0,0.005,4,1,4,0,2,0,1,2,1,4.922,1.084,0.808,1,4.654,2,0,0,37064
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_11_e3_2076_e1_1270,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,196096
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_luke_1b_e3_671_e7_1882,invalid,0,0.012,N/A,2,0,0,0,0,0,0,0,0,0.001,0.001,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37196
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_12_e2_1618_e2_138,valid,7,1.784,38 33 32 29 23 13,452,0,0.002,0.016,0.001,0.003,0.026,0.021,0.056,0.563,0.173,0.016,0.282,1374,1224,1272,240,986,735,79,106,26,110.177,10.079,2.862,4,13.083,142,118,0.001,57684
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_10_e3_144_e7_523,invalid,0,0.016,N/A,2,0,0,0,0,0,0,0,0,0.001,0.001,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57788
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_2_e7_25_e2_5340,invalid,0,0.016,N/A,2,0,0,0,0,0,0,0,0,0.001,0.001,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59688
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_all2_e7_5406,invalid,0,0.019,N/A,2,0,0,0,0,0,0,0,0,0.001,0.002,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70104
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_luke_1b_e3_671_e4_147,invalid,1,0.041,1,17,0,0,0,0,0,0,0,0,0.007,0.005,0.001,0.005,6,2,6,1,2,0,1,3,3,4.755,1.019,0.943,1,4.838,2,0,0,37152
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_10_e1_3587_e7_872,invalid,0,0.015,N/A,2,0,0,0,0,0,0,0,0,0.001,0.001,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59672
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_all_e1_4022_e1_1759,valid,2,0.098,5,30,0,0,0,0,0,0,0,0,0.018,0.012,0.001,0.007,18,8,15,2,8,0,2,9,6,8.322,1.67,1.414,1,6.893,5,2,0,61604
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_3_e1_4783,valid,2,0.039,1,12,0,0,0,0,0,0,0,0,0.005,0.009,0,0.003,5,3,5,0,4,0,2,2,2,7.937,1.181,1.093,0,0.021,1,0,0,63760
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_all2_e3_4612_e4_3719,valid,4,0.666,16 12 8,173,0,0,0.001,0,0.001,0.004,0.002,0.004,0.152,0.084,0.005,0.069,319,268,289,47,222,150,25,43,19,35.744,4.246,2.388,2,8.246,38,29,0,70140
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_9_e7_1843_e7_2225,valid,2,0.043,2,14,0,0,0,0,0,0,0,0,0.007,0.004,0,0.002,6,3,6,1,3,0,1,3,3,6.453,0.717,0.604,0,0.021,1,0,0,57812
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_all2_e8_5504_e7_579,invalid,0,0.017,N/A,2,0,0,0,0,0,0,0,0,0.001,0.002,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70148
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_luke_1b_e7_2574,invalid,0,0.017,N/A,2,0,0,0,0,0,0,0,0,0.001,0.001,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36944
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_4_e2_2799_e7_2499,invalid,1,0.094,3,29,0,0,0,0,0,0,0,0,0.017,0.008,0.001,0.008,19,13,20,5,10,2,2,5,6,7.96,1.106,1.034,0,0.021,4,0,0,59776
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_3_e3_5422_e1_2288,valid,2,0.038,1,12,0,0,0,0,0,0,0,0,0.004,0.007,0,0.003,5,3,5,0,4,0,2,2,2,7.937,1.181,1.093,0,0.021,1,0,0,61916
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_luke_1b_e1_1139_e2_2893,valid,2,0.021,1,7,0,0,0,0,0,0,0,0,0.003,0.003,0,0.001,1,0,1,0,0,0,0,1,1,0.021,0.813,0.813,0,0.021,0,0,0,39000
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_rt_e3_1770_e2_637,valid,4,0.186,10 8 5,104,0,0,0,0,0,0,0.001,0.001,0.06,0.021,0.003,0.024,158,140,153,34,106,65,12,23,10,15.108,2.486,1.203,2,6.008,14,6,0,37080
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_a3_e1_3233,invalid,1,0.035,0,15,0,0,0,0,0,0,0,0,0.006,0.005,0,0.004,5,3,6,0,4,0,2,2,2,6.02,1.104,0.881,0,0.021,1,0,0,37100
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_12_e1_4640_e7_128,invalid,0,0.015,N/A,2,0,0,0,0,0,0,0,0,0.001,0.001,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59604
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_8_e2_3896_e3_3125,valid,5,90.796,153 152 7 4,1038,0.002,0.011,10.756,0.079,0.167,20.7,0.506,0.028,16.97,2.849,0.032,14.817,23738,23573,23874,1151,22424,21878,439,220,153,978.689,50.214,24.89,2,34.526,162,10,0.005,294120
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_11_e1_2450,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,104240
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_all_e1_1207_e7_156,invalid,0,0.012,N/A,2,0,0,0,0,0,0,0,0,0.001,0.001,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37220
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_10_e7_919_e2_3192,valid,2,0.021,1,9,0,0,0,0,0,0,0,0,0.003,0.002,0,0.001,4,2,3,1,1,0,0,2,1,0.021,0.657,0.395,1,4.554,1,0,0,34920
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_2_e7_25_e8_3171,valid,2,0.028,1,7,0,0,0,0,0,0,0,0,0.003,0.004,0,0.001,1,0,1,0,0,0,0,1,1,0.021,0.91,0.91,0,0.021,0,0,0,59580
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_all_e1_4037,valid,2,0.084,4,23,0,0,0,0,0,0,0,0,0.013,0.013,0.001,0.006,13,5,10,1,5,0,1,7,4,6.846,1.51,1.223,1,6.705,4,2,0,61756
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_10_e7_3861_e7_2180,invalid,0,0.017,N/A,2,0,0,0,0,0,0,0,0,0.001,0.001,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57696
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_4_e7_2329_e7_3856,invalid,1,0.102,4,32,0,0,0,0,0,0,0,0,0.016,0.009,0.001,0.01,16,10,16,0,10,1,2,5,5,7.982,1.143,0.871,1,6.269,4,0,0,57764
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_3_e1_4783_e3_511,valid,2,0.037,1,11,0,0,0,0,0,0,0,0,0.004,0.008,0,0.003,4,1,3,0,2,0,1,2,1,6.585,1.181,0.912,1,6.257,2,0,0,59840
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_all_e3_3496,invalid,1,0.065,3,31,0,0,0,0,0,0,0,0,0.014,0.007,0.001,0.008,17,8,16,2,9,2,2,7,6,6.376,1.435,1.364,2,5.834,6,0,0,36888
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_9,valid,2,0.043,2,16,0,0,0,0,0,0,0,0,0.006,0.004,0.001,0.002,10,7,10,2,6,1,1,4,3,6.402,0.728,0.604,0,0.021,2,0,0,57856
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_luke_1a_e2_284_e3_3091,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,202276
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_10_e3_144_e5_2046,valid,3,0.066,1 0,29,0,0,0,0,0,0,0,0,0.012,0.006,0.002,0.006,22,8,13,1,10,3,3,4,3,6.515,0.89,0.726,2,7.413,12,7,0,59836
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_all_e7_1909,invalid,0,0.017,N/A,2,0,0,0,0,0,0,0,0,0.001,0.002,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36904
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_3_e7_4884,invalid,0,0.024,N/A,2,0,0,0,0,0,0,0,0,0.001,0.002,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59644
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_5_e2_3018_e2_936,valid,4,0.275,10 7 4,86,0,0,0,0,0,0.001,0.001,0.002,0.066,0.032,0.003,0.038,128,121,128,5,113,79,20,16,6,22.858,2.149,1.009,1,6.568,5,0,0,57824
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_u1_e2_3403_e2_957,valid,5,0.467,13 11 10 9,184,0,0,0.002,0,0.001,0.002,0.002,0.004,0.163,0.054,0.008,0.069,381,355,374,75,280,178,30,42,11,32.239,4.575,1.381,1,5.666,23,14,0,37120
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_luke_1b_e3_671_e2_2131,invalid,1,0.065,1,17,0,0,0,0,0,0,0,0,0.01,0.008,0,0.009,6,2,6,1,2,0,1,3,3,4.751,1.019,0.943,1,4.914,2,0,0,36972
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_12,valid,5,1.237,26 21 16 7,270,0,0.001,0.005,0,0.002,0.011,0.01,0.019,0.379,0.151,0.013,0.209,686,612,640,163,452,295,55,66,16,85.812,6.891,2.356,3,11.075,71,54,0.001,59736
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_all_e1_1207_e2_3220,valid,2,0.056,4,24,0,0,0,0,0,0,0,0,0.013,0.007,0.001,0.005,13,3,9,1,4,0,1,7,4,5.239,1.438,1.249,2,6.041,6,2,0,38928
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_luke_rt_e2_3460_e2_2670,invalid,1,0.039,0,15,0,0,0,0,0,0,0,0,0.006,0.005,0,0.005,5,3,6,0,4,0,2,2,2,6.021,1.084,0.893,0,0.021,1,0,0,37008
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_2_e3_151_e3_1540,invalid,1,0.039,0,15,0,0,0,0,0,0,0,0,0.007,0.006,0,0.004,5,3,6,0,4,0,2,2,2,5.958,1.084,0.893,0,0.021,1,0,0,39008
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_luke_4,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,191904
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_luke_1b_e1_1139_e1_1565,invalid,1,0.032,0,10,0,0,0,0,0,0,0,0,0.004,0.004,0,0.004,1,0,2,0,0,0,0,1,1,0.021,0.813,0.813,0,0.021,0,0,0,37200
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_luke_1b,valid,2,0.022,1,7,0,0,0,0,0,0,0,0,0.003,0.003,0,0.001,1,0,1,0,0,0,0,1,1,0.021,0.813,0.813,0,0.021,0,0,0,34840
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_1_e2_1997,valid,2,0.05,2,18,0,0,0,0,0,0,0,0,0.008,0.005,0.001,0.004,9,5,8,0,6,0,1,4,3,6.574,0.83,0.608,1,6.08,2,0,0,57612
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_3_e3_5422_e2_3135,valid,2,0.038,1,12,0,0,0,0,0,0,0,0,0.006,0.007,0,0.003,5,3,5,0,4,0,2,2,2,7.791,1.181,1.001,0,0.021,1,0,0,59644
